,customerid,systemloanid,loannumber,approveddate,creationdate,loanamount,totaldue,termdays,closeddate,referredby,firstduedate,firstrepaiddate,diff_approv_closed_date,Good_bad_flag,num_prest
4267,8a858e3d5c3b5122015c43f776bd4a3a,301935467,2,2017-06-12 07:08:30,2017-06-12 06:08:24,10000.0,13000.0,30,2017-07-06 18:12:34,8a858f2c585375f00158688cf76b3db7,2017-07-12 00:00:00,2017-07-06 18:02:24,24,Good,2
4268,8a858e675c3fe0a1015c55131ebd5fa6,301921294,1,2017-05-29 17:52:45,2017-05-29 16:52:35,10000.0,13000.0,30,2017-06-25 10:47:25,,2017-06-28 00:00:00,2017-06-25 10:37:16,26,Good,1
4269,8a858e705b3a03c7015b3ceed0d531fb,301860736,1,2017-04-08 19:34:37,2017-04-08 18:34:27,10000.0,13000.0,30,2017-05-04 21:37:56,,2017-05-10 00:00:00,2017-05-04 21:22:48,26,Good,3
4270,8a858e7d595026f80159636aa36f487b,301799390,1,2017-01-23 12:38:50,2017-01-23 11:38:44,10000.0,11500.0,15,2017-02-15 15:11:50,,2017-02-07 00:00:00,2017-02-15 14:56:40,23,Bad,5
4271,8a858e8d56b784480156cc1a80f60132,301829128,5,2017-03-01 16:26:48,2017-03-01 15:26:30,20000.0,23800.0,30,2017-03-22 13:23:11,,2017-03-31 00:00:00,2017-03-22 13:07:57,20,Good,11
4272,8a858e8d56b784480156cc1a80f60132,301729509,3,2016-09-27 09:24:30,2016-09-27 08:24:21,15000.0,18375.0,30,2016-10-21 17:01:59,,2016-10-27 00:00:00,2016-10-21 16:46:48,24,Good,11
4273,8a858e8d56b784480156cc1a80f60132,301844140,6,2017-03-22 14:32:47,2017-03-22 13:32:40,20000.0,23600.0,30,2017-04-17 17:00:13,,2017-04-21 00:00:00,2017-04-17 16:45:05,26,Good,11
4274,8a858eab5cf9c4c8015cfa0b1d8e1c67,301958194,1,2017-06-30 18:41:49,2017-06-30 17:40:41,10000.0,11500.0,15,2017-07-12 11:14:10,,2017-07-17 00:00:00,2017-07-12 11:04:01,11,Good,1
4275,8a858ebc572e1e3a01572f517e505dc4,301845043,4,2017-03-23 15:43:58,2017-03-23 14:43:51,10000.0,13000.0,30,2017-04-19 10:19:21,,2017-04-24 00:00:00,2017-04-19 10:04:12,26,Good,7
4276,8a858ebc572e1e3a01572f517e505dc4,301739981,1,2016-10-08 20:57:37,2016-10-08 19:57:28,10000.0,11500.0,15,2016-10-22 00:11:08,,2016-10-25 00:00:00,2016-10-21 18:10:29,13,Good,7
4277,8a858ec95afc0922015b0a6d75655b14,301860547,1,2017-04-08 15:23:04,2017-04-08 14:22:52,10000.0,13000.0,30,2017-04-28 14:43:20,,2017-05-09 00:00:00,2017-04-28 14:27:54,19,Good,3
4278,8a858edf57f78fed0157fdd279342ccf,301814290,1,2017-02-10 13:46:57,2017-02-10 12:46:50,10000.0,13000.0,30,2017-03-14 15:11:26,,2017-03-13 00:00:00,2017-03-14 14:56:16,32,Bad,4
4279,8a858ee55c830000015c867880563fc3,301938619,1,2017-06-14 15:31:12,2017-06-14 14:30:03,10000.0,11500.0,15,2017-07-03 15:20:15,,2017-06-30 00:00:00,2017-07-03 15:10:06,18,Bad,1
4280,8a858eef55548905015574ae2dcb526f,301947452,13,2017-06-22 09:58:21,2017-06-22 08:58:11,30000.0,33000.0,30,2017-07-24 22:55:00,,2017-07-24 00:00:00,2017-07-24 22:44:51,32,Bad,13
4281,8a858eef55548905015574ae2dcb526f,301636840,1,2016-06-22 20:11:47,2016-06-22 19:11:41,9000.0,10350.0,15,2016-06-29 02:59:47,,2016-07-11 00:00:00,2016-06-29 02:44:43,6,Good,13
4282,8a858eef55548905015574ae2dcb526f,301753416,3,2016-11-02 12:31:41,2016-11-02 11:31:31,10000.0,11125.0,15,2016-11-14 19:08:36,,2016-11-17 00:00:00,2016-11-14 18:53:26,12,Good,13
4283,8a858f045556eaa40155698324e4555e,301756525,5,2016-11-09 10:06:18,2016-11-09 09:06:08,30000.0,34500.0,30,2016-12-08 20:33:46,,2016-12-09 00:00:00,2016-12-08 20:18:36,29,Good,9
4284,8a858f045556eaa40155698324e4555e,301930034,9,2017-06-07 13:28:58,2017-06-07 12:27:51,30000.0,34500.0,30,2017-07-10 09:21:07,,2017-07-10 00:00:00,2017-07-10 09:10:59,32,Bad,9
4285,8a858f0b5d36a8e1015d36cd984b1990,301975298,1,2017-07-12 22:41:25,2017-07-12 21:40:11,10000.0,13000.0,30,2017-07-26 08:03:01,8a858eda552adcc2015548f0eb523fc3,2017-08-11 00:00:00,2017-07-26 07:52:51,13,Good,1
4286,8a858f2756cec0a30156cfd1af1c0216,301832751,3,2017-03-06 20:28:39,2017-03-06 19:28:33,20000.0,23800.0,30,2017-04-03 14:17:46,,2017-04-06 00:00:00,2017-04-03 14:02:37,27,Good,6
4287,8a858f2756cec0a30156cfd1af1c0216,301890383,5,2017-05-04 22:14:10,2017-05-04 21:13:55,20000.0,24500.0,30,2017-06-05 15:41:26,,2017-06-05 00:00:00,2017-06-05 15:31:17,31,Bad,6
4288,8a858f2c58dc6e680158e2d0956179ca,301886690,3,2017-05-02 08:29:16,2017-05-02 07:29:03,10000.0,11500.0,15,2017-05-24 12:13:18,,2017-05-17 00:00:00,2017-05-24 11:58:10,22,Bad,3
4289,8a858f395b3968f6015b3970a22f0ba7,301863875,1,2017-04-11 07:40:50,2017-04-11 06:40:39,10000.0,13000.0,30,2017-05-04 16:35:11,,2017-05-11 00:00:00,2017-05-04 16:20:00,23,Good,3
4290,8a858f4156939c3c01569eb58e93629a,301837579,5,2017-03-13 22:56:24,2017-03-13 21:56:17,10000.0,11500.0,15,2017-04-05 21:47:57,,2017-03-28 00:00:00,2017-04-05 21:32:49,22,Bad,8
4291,8a858f4156939c3c01569eb58e93629a,301739806,2,2016-10-08 15:16:08,2016-10-08 14:15:58,10000.0,11500.0,15,2016-10-31 13:17:52,,2016-10-25 00:00:00,2016-10-31 13:02:43,22,Bad,8
4292,8a858f5f5b39bb0c015b3cb38312659c,301855712,1,2017-04-05 07:13:32,2017-04-05 06:13:19,10000.0,13000.0,30,2017-05-04 06:57:48,,2017-05-05 00:00:00,2017-05-04 06:42:39,28,Good,2
4293,8a858f6e5a951fc2015a9b293e631f3d,301944217,6,2017-06-19 22:33:38,2017-06-19 21:32:30,20000.0,24500.0,30,2017-07-07 22:31:46,,2017-07-19 00:00:00,2017-07-07 22:21:37,17,Good,6
4294,8a858f78550ba104015514abf59e56b3,301793389,6,2017-01-14 15:11:38,2017-01-14 14:11:31,30000.0,34400.0,30,2017-02-08 13:30:27,,2017-02-13 00:00:00,2017-02-08 13:15:16,24,Good,10
4295,8a858f78550ba104015514abf59e56b3,301929185,10,2017-06-06 18:33:01,2017-06-06 17:32:48,40000.0,44000.0,30,2017-07-05 20:01:52,,2017-07-06 00:00:00,2017-07-05 19:51:43,29,Good,10
4296,8a858f78550ba104015514abf59e56b3,301746749,3,2016-10-20 01:02:21,2016-10-19 15:53:28,20000.0,24500.0,30,2016-11-17 10:09:51,,2016-11-21 00:00:00,2016-11-17 09:54:42,28,Good,10
4297,8a858f9158be26030158cca6f4aa5f6e,301832909,6,2017-03-07 06:49:09,2017-03-07 05:49:02,20000.0,21900.0,15,2017-04-18 19:51:03,,2017-03-22 00:00:00,2017-04-18 19:35:55,42,Bad,8
4298,8a858f9158be26030158cca6f4aa5f6e,301769327,1,2016-12-05 02:57:52,2016-12-05 01:57:35,10000.0,11500.0,15,2016-12-10 08:07:37,,2016-12-20 00:00:00,2016-12-10 07:52:28,5,Good,8
4299,8a858f97594ab63d01596372af8d4bef,301872912,3,2017-04-19 08:01:41,2017-04-19 07:01:35,10000.0,11500.0,15,2017-05-04 08:47:28,,2017-05-04 00:00:00,2017-05-04 08:32:19,15,Good,7
4300,8a858f97594ab63d01596372af8d4bef,301923984,6,2017-06-01 14:08:24,2017-06-01 13:08:18,20000.0,22250.0,15,2017-06-15 10:44:38,,2017-06-16 00:00:00,2017-06-15 10:34:29,13,Good,7
4301,8a858fa05908043801590d3c3a4e6f83,301943488,7,2017-06-19 11:43:54,2017-06-19 10:43:47,30000.0,34500.0,30,2017-07-18 09:46:44,,2017-07-19 00:00:00,2017-07-18 09:36:33,28,Good,7
4302,8a858fa05908043801590d3c3a4e6f83,301915231,6,2017-05-22 09:53:35,2017-05-22 08:53:30,30000.0,34500.0,30,2017-06-19 11:28:26,,2017-06-21 00:00:00,2017-06-19 11:18:17,28,Good,7
4303,8a858e245c214660015c2fec6a70058e,301928341,2,2017-06-06 03:48:13,2017-06-06 02:48:07,10000.0,13000.0,30,2017-07-05 22:39:05,,2017-07-06 00:00:00,2017-07-05 22:28:56,29,Good,2
4304,8a858e4456ced8470156d1fdea681a74,301940576,1,2017-06-16 08:39:07,2017-06-16 07:37:59,10000.0,13000.0,30,2017-07-13 11:24:04,,2017-07-17 00:00:00,2017-07-13 11:13:55,27,Good,1
4305,8a858e585693982b01569e0079561fb1,301685981,1,2016-08-18 15:16:08,2016-08-18 14:15:57,10000.0,13000.0,30,2016-09-14 12:07:57,,2016-09-19 00:00:00,2016-09-14 11:52:53,26,Good,6
4306,8a858e645591c24b01559aebf3576da3,301893166,1,2017-05-06 22:04:38,2017-05-06 21:04:23,10000.0,13000.0,30,2017-06-05 13:41:11,,2017-06-05 00:00:00,2017-06-05 13:31:02,29,Good,3
4307,8a858e6f5bce1023015bce19dbbf038d,301939526,2,2017-06-15 10:47:37,2017-06-15 09:47:30,10000.0,13000.0,30,2017-06-30 10:56:34,8a858f395b3968f6015b3970a22f0ba7,2017-07-17 00:00:00,2017-06-30 10:46:25,15,Good,2
4308,8a858e7e5b159af5015b16e181485f15,301888853,3,2017-05-03 21:36:55,2017-05-03 20:36:48,10000.0,11500.0,15,2017-05-04 19:50:56,,2017-05-18 00:00:00,2017-05-04 19:35:46,0,Good,6
4309,8a858e7e5b159af5015b16e181485f15,301891358,4,2017-05-05 15:57:04,2017-05-05 14:56:58,20000.0,24500.0,30,2017-05-31 17:05:50,,2017-06-05 00:00:00,2017-05-31 16:55:41,26,Good,6
4310,8a858e9d5bfd7037015c0baee4de3547,301937139,1,2017-06-13 12:24:54,2017-06-13 11:23:46,10000.0,13000.0,30,2017-07-13 10:20:01,,2017-07-13 00:00:00,2017-07-13 10:09:52,29,Good,1
4311,8a858eb45876dcc5015885b5a2c16618,301830028,5,2017-03-02 16:18:27,2017-03-02 15:18:21,20000.0,23800.0,30,2017-03-29 08:33:12,,2017-04-03 00:00:00,2017-03-29 08:18:03,26,Good,8
4312,8a858eb45876dcc5015885b5a2c16618,301770359,1,2016-12-07 08:22:39,2016-12-07 07:22:27,10000.0,13000.0,30,2017-01-03 21:28:04,,2017-01-06 00:00:00,2017-01-03 21:12:55,27,Good,8
4313,8a858eba5591bf2801559680580a1f9e,301831340,12,2017-03-04 13:29:58,2017-03-04 12:29:52,40000.0,47600.0,60,2017-03-23 12:58:46,,2017-04-03 00:00:00,2017-03-21 16:20:32,18,Good,16
4314,8a858eba5591bf2801559680580a1f9e,301669063,3,2016-08-03 19:34:12,2016-08-03 18:34:04,20000.0,24500.0,30,2016-09-01 11:31:07,,2016-09-02 00:00:00,2016-09-01 11:15:02,28,Good,16
4315,8a858eba5591bf2801559680580a1f9e,301639538,1,2016-06-28 11:59:47,2016-06-28 10:59:41,10000.0,13000.0,30,2016-07-22 14:23:09,,2016-07-28 00:00:00,2016-07-22 14:08:05,24,Good,16
4316,8a858eba5591bf2801559680580a1f9e,301755953,7,2016-11-08 08:15:05,2016-11-08 07:14:53,30000.0,34500.0,30,2016-11-16 16:45:01,,2016-12-08 00:00:00,2016-11-16 16:29:52,8,Good,16
4317,8a858ec555f96a9a0156020f154c1b12,301794491,5,2017-01-16 19:10:45,2017-01-16 18:10:31,20000.0,23800.0,30,2017-02-15 00:45:50,,2017-02-15 00:00:00,2017-02-15 00:21:52,29,Good,8
4318,8a858ec555f96a9a0156020f154c1b12,301667657,2,2016-08-02 16:17:27,2016-08-02 15:17:20,10000.0,13000.0,30,2016-09-06 19:29:18,,2016-09-01 00:00:00,2016-09-06 19:14:14,35,Bad,8
4319,8a858ed4584472cf01584510df1d30d8,301790118,3,2017-01-09 14:58:27,2017-01-09 13:58:20,10000.0,11500.0,15,2017-01-24 17:37:49,,2017-01-24 00:00:00,2017-01-24 17:22:40,15,Good,10
4320,8a858ed4584472cf01584510df1d30d8,301838043,8,2017-03-14 13:57:09,2017-03-14 12:57:02,30000.0,34400.0,30,2017-03-29 20:11:20,,2017-04-13 00:00:00,2017-03-29 19:56:11,15,Good,10
4321,8a858ed4584472cf01584510df1d30d8,301872914,9,2017-04-19 08:04:09,2017-04-19 07:04:02,30000.0,34400.0,30,2017-05-31 21:24:52,,2017-05-19 00:00:00,2017-05-31 21:14:43,42,Bad,10
4322,8a858ee755a0c84a0155bfe660ea0bcc,301759034,1,2016-11-14 20:31:21,2016-11-14 19:31:09,10000.0,13000.0,30,2016-12-11 09:29:59,,2016-12-15 00:00:00,2016-12-11 09:14:50,26,Good,8
4323,8a858ee755a0c84a0155bfe660ea0bcc,301792642,3,2017-01-13 10:21:18,2017-01-13 09:21:10,10000.0,13000.0,30,2017-02-08 10:30:49,,2017-02-13 00:00:00,2017-02-08 10:15:39,26,Good,8
4324,8a858efe5bca0a81015bcd3ec30c6022,301888555,2,2017-05-03 16:44:47,2017-05-03 15:44:37,10000.0,11500.0,15,2017-05-09 13:46:21,,2017-05-18 00:00:00,2017-05-09 13:31:12,5,Good,3
4325,8a858f0455d9feaf0155f5a8886a283c,301919537,2,2017-05-27 11:58:49,2017-05-27 10:58:42,10000.0,13000.0,30,2017-06-25 11:08:45,,2017-06-28 00:00:00,2017-06-25 10:58:36,28,Good,3
4326,8a858f08582a51bc01582e67a7e115a2,301832138,8,2017-03-06 07:10:21,2017-03-06 06:10:14,30000.0,34400.0,30,2017-03-24 12:50:56,,2017-04-05 00:00:00,2017-03-24 12:35:41,18,Good,12
4327,8a858f08582a51bc01582e67a7e115a2,301917159,11,2017-05-24 12:20:41,2017-05-24 11:19:33,30000.0,34500.0,30,2017-06-20 06:14:38,,2017-06-23 00:00:00,2017-06-20 06:04:28,26,Good,12
4328,8a858f08582a51bc01582e67a7e115a2,301802411,6,2017-01-26 07:59:33,2017-01-26 06:59:26,15000.0,16675.0,15,2017-02-10 13:10:25,,2017-02-10 00:00:00,2017-02-10 12:55:16,15,Good,12
4329,8a858f1554e29449015500deb58f1653,301814479,10,2017-02-10 17:52:23,2017-02-10 16:52:12,20000.0,23800.0,30,2017-03-04 01:19:02,,2017-03-13 00:00:00,2017-03-04 01:03:51,21,Good,14
4330,8a858f1554e29449015500deb58f1653,301667042,3,2016-08-02 07:53:36,2016-08-02 06:53:29,15000.0,18375.0,30,2016-08-31 15:49:05,,2016-09-01 00:00:00,2016-08-31 15:34:00,29,Good,14
4331,8a858f1554e29449015500deb58f1653,301936731,14,2017-06-13 02:06:16,2017-06-13 01:05:08,30000.0,36000.0,60,2017-07-14 15:30:19,,2017-07-13 00:00:00,2017-07-13 20:02:23,31,Good,14
4332,8a858f2c5ca72bae015ca788ffeb3aa3,301945342,1,2017-06-20 18:01:49,2017-06-20 17:00:41,10000.0,11500.0,15,2017-07-05 05:43:23,,2017-07-05 00:00:00,2017-07-05 04:42:50,14,Good,1
4333,8a858f365b2547f3015b2fa36f67322c,301893574,4,2017-05-07 09:58:50,2017-05-07 08:58:44,15000.0,16687.5,15,2017-05-18 16:22:18,,2017-05-22 00:00:00,2017-05-18 16:07:09,11,Good,7
4334,8a858f365b2547f3015b2fa36f67322c,301915250,5,2017-05-22 10:10:46,2017-05-22 09:10:39,20000.0,22250.0,15,2017-06-05 17:57:25,,2017-06-06 00:00:00,2017-06-05 17:47:16,14,Good,7
4335,8a858f565b683b56015b6e9302a77dd1,301905317,2,2017-05-13 17:35:40,2017-05-13 16:35:32,10000.0,11000.0,15,2017-05-27 21:19:06,8a858f385b34d285015b36b6a49b08d1,2017-05-30 00:00:00,2017-05-27 21:08:56,14,Good,3
4336,8a858f5c5ad7d927015adc131c314be0,301869434,2,2017-04-15 15:13:12,2017-04-15 14:13:06,10000.0,11500.0,15,2017-04-26 19:35:51,,2017-05-02 00:00:00,2017-04-26 19:20:41,11,Good,4
4337,8a858f605b911d60015b9c7ded557f4b,301877983,1,2017-04-23 21:49:22,2017-04-23 20:49:06,10000.0,11500.0,15,2017-05-05 11:38:24,8a858f755af1caee015af206036c172c,2017-05-08 00:00:00,2017-05-05 11:23:15,11,Good,3
4338,8a858f6b570f2de901570f6e5a85207e,301711361,1,2016-09-10 06:27:36,2016-09-10 05:27:22,10000.0,11500.0,15,2016-09-22 12:22:50,,2016-09-26 00:00:00,2016-09-20 00:00:00,12,Good,10
4339,8a858f6b570f2de901570f6e5a85207e,301815690,8,2017-02-12 23:08:28,2017-02-12 22:08:22,30000.0,34400.0,30,2017-03-12 23:23:35,,2017-03-14 00:00:00,2017-03-12 23:08:25,28,Good,10
4340,8a858f735922163501592c4f0de93a51,301783187,1,2016-12-28 23:13:58,2016-12-28 22:13:51,10000.0,13000.0,30,2017-01-30 14:26:45,,2017-01-30 00:00:00,2017-01-30 14:11:35,32,Bad,6
4341,8a858f735922163501592c4f0de93a51,301842567,3,2017-03-20 17:00:02,2017-03-20 15:59:55,20000.0,21900.0,15,2017-04-02 20:09:20,,2017-04-04 00:00:00,2017-04-02 19:54:11,13,Good,6
4342,8a858f8b57a6f4c20157adda48ff6235,301933850,4,2017-06-10 13:29:02,2017-06-10 12:28:55,20000.0,24500.0,30,2017-07-10 15:52:41,,2017-07-10 00:00:00,2017-07-10 15:42:32,30,Good,4
4343,8a858f955775750801577ba5e370562e,301786847,4,2017-01-04 09:24:12,2017-01-04 08:24:05,10000.0,13000.0,30,2017-02-02 09:11:42,,2017-02-03 00:00:00,2017-02-02 08:56:32,28,Good,8
4344,8a858f955775750801577ba5e370562e,301916466,8,2017-05-23 15:43:28,2017-05-23 14:42:20,30000.0,39000.0,60,2017-07-07 14:57:38,,2017-06-22 00:00:00,2017-06-28 19:18:40,44,Good,8
4345,8a858f9a5c885f42015c8c56555f6071,301941247,1,2017-06-16 16:55:28,2017-06-16 15:54:20,10000.0,13000.0,30,2017-07-12 15:38:54,,2017-07-17 00:00:00,2017-07-12 15:28:45,25,Good,1
4346,8a858faf56939fea01569d6ff37c3e9d,301764291,5,2016-11-24 21:48:39,2016-11-24 20:48:24,30000.0,34400.0,30,2016-12-23 07:46:36,,2016-12-27 00:00:00,2016-12-23 07:31:26,28,Good,12
4347,8a858faf56939fea01569d6ff37c3e9d,301779685,6,2016-12-23 08:02:59,2016-12-23 07:02:53,30000.0,36800.0,60,2017-01-22 08:09:49,,2017-01-23 00:00:00,2017-01-22 07:54:38,30,Good,12
4348,8a858faf56939fea01569d6ff37c3e9d,301902477,10,2017-05-12 07:06:15,2017-05-12 06:06:09,50000.0,57500.0,90,2017-06-09 15:50:28,,2017-06-12 00:00:00,2017-06-09 15:40:17,28,Good,12
4349,8a858fb4563228d2015646984d1d3f50,301935548,10,2017-06-12 08:42:23,2017-06-12 07:41:16,20000.0,21500.0,15,2017-06-24 23:04:20,,2017-06-28 00:00:00,2017-06-24 22:54:11,12,Good,10
4350,8a858fb4563228d2015646984d1d3f50,301678455,2,2016-08-12 11:39:09,2016-08-12 10:39:03,10000.0,13000.0,30,2016-09-18 00:06:07,,2016-09-12 00:00:00,2016-09-15 00:00:00,36,Bad,10
4351,8a858fb4563228d2015646984d1d3f50,301904680,7,2017-05-13 10:19:27,2017-05-13 09:19:20,10000.0,11500.0,15,2017-05-17 08:45:58,,2017-05-30 00:00:00,2017-05-15 00:00:00,3,Good,10
4352,8a858fbc594a495c0159650b0ede204b,301889176,6,2017-05-04 09:27:23,2017-05-04 08:27:06,20000.0,24500.0,30,2017-05-18 15:04:19,,2017-06-05 00:00:00,2017-05-18 14:49:11,14,Good,8
4353,8a858fbc594a495c0159650b0ede204b,301912752,7,2017-05-18 15:33:40,2017-05-18 14:33:34,30000.0,34500.0,30,2017-06-17 23:22:28,,2017-06-19 00:00:00,2017-06-17 23:12:19,30,Good,8
4354,8a858fc55b2548dd015b28d40a9876fe,301851710,1,2017-04-01 10:35:09,2017-04-01 09:34:58,10000.0,13000.0,30,2017-04-29 10:18:54,,2017-05-02 00:00:00,2017-04-29 10:03:45,27,Good,3
4355,8a858fd05bfd7d3c015c01cafeeb3cc1,301905016,1,2017-05-13 14:09:09,2017-05-13 13:08:54,10000.0,13000.0,30,2017-06-23 20:16:28,,2017-06-12 00:00:00,2017-06-23 20:06:20,41,Bad,2
4356,8a858fd45a4260bc015a4651a647586f,301899160,4,2017-05-10 12:13:23,2017-05-10 11:13:17,20000.0,24500.0,30,2017-05-30 16:09:45,,2017-06-09 00:00:00,2017-05-30 15:59:35,20,Good,5
4357,8a858fda56562f8f015658b4c484401f,301745779,3,2016-10-17 22:53:38,2016-10-17 21:53:30,20000.0,22250.0,15,2016-10-31 23:34:44,,2016-11-02 00:00:00,2016-10-31 23:19:34,14,Good,13
4358,8a858fe65675195a015679452588279c,301872319,4,2017-04-18 16:07:53,2017-04-18 15:07:46,20000.0,21900.0,15,2017-05-03 23:52:13,,2017-05-03 00:00:00,2017-05-03 23:37:04,15,Good,9
4359,8a858ff25a6a19ee015a6acc4a986c80,301884427,3,2017-04-29 14:04:04,2017-04-29 13:03:57,10000.0,11500.0,15,2017-05-03 14:15:29,,2017-05-15 00:00:00,2017-05-03 14:00:20,4,Good,5
4360,8a858ff9580b881201581f5624ee7a1b,301940255,1,2017-06-15 20:55:51,2017-06-15 19:54:43,10000.0,13000.0,30,2017-07-10 17:08:44,,2017-07-17 00:00:00,2017-07-10 16:58:36,24,Good,1
4361,8a8588b75438f499015444b1adf70876,301696717,3,2016-08-26 16:47:54,2016-08-26 15:47:41,10000.0,12250.0,30,2016-09-30 19:38:12,,2016-09-26 00:00:00,2016-09-30 19:23:04,35,Bad,9
4362,8a8588b75438f499015444b1adf70876,301616857,2,2016-05-04 12:22:03,2016-05-04 11:21:58,10000.0,13000.0,30,2016-06-03 00:03:01,,2016-06-03 00:00:00,2016-06-02 19:15:03,29,Good,9
4363,8a858e6f5668e01701568392953a495d,301680997,1,2016-08-14 22:15:43,2016-08-14 21:15:32,10000.0,11500.0,15,2016-08-29 14:10:40,,2016-08-29 00:00:00,2016-08-29 13:55:37,14,Good,5
4364,8a858e6f5668e01701568392953a495d,301709367,3,2016-09-08 12:19:15,2016-09-08 11:19:07,20000.0,24500.0,30,2016-10-06 16:19:43,,2016-10-10 00:00:00,2016-10-06 16:04:33,28,Good,5
4365,8a858f295c8d307f015c95b5b13724f7,301942779,1,2017-06-18 17:02:42,2017-06-18 13:30:21,10000.0,13000.0,30,2017-07-04 15:11:35,,2017-07-19 00:00:00,2017-07-04 15:01:26,15,Good,1
4366,8a858fc959bc56c80159c034e75a05be,301954472,1,2017-06-28 11:02:21,2017-06-28 10:01:13,10000.0,11500.0,15,2017-07-03 11:27:57,,2017-07-13 00:00:00,2017-07-03 11:17:47,5,Good,1
4367,8a85882653e2eb990153e7a9eda325a7,301855960,3,2017-04-05 10:06:40,2017-04-05 09:06:33,10000.0,13000.0,30,2017-05-05 08:07:08,,2017-05-05 00:00:00,2017-05-05 07:51:59,29,Good,4
4368,8a858928548fb121015495dafe41016b,301738074,3,2016-10-06 12:16:06,2016-10-06 11:15:53,15000.0,18375.0,30,2016-10-31 09:26:59,,2016-11-07 00:00:00,2016-10-31 09:11:49,24,Good,9
4369,8a858928548fb121015495dafe41016b,301792222,4,2017-01-12 15:14:08,2017-01-12 14:13:53,15000.0,18350.0,30,2017-02-06 22:42:59,,2017-02-13 00:00:00,2017-02-06 22:27:50,25,Good,9
4370,8a858928548fb121015495dafe41016b,301940678,9,2017-06-16 09:49:36,2017-06-16 08:49:29,20000.0,22000.0,30,2017-07-03 13:28:07,,2017-07-17 00:00:00,2017-07-03 13:17:58,17,Good,9
4371,8a85898a53d0af400153d7dc5cc22b9f,301809174,6,2017-02-03 11:39:48,2017-02-03 10:39:41,20000.0,23800.0,30,2017-02-28 14:38:55,,2017-03-06 00:00:00,2017-02-28 14:23:44,25,Good,9
4372,8a85898a53d0af400153d7dc5cc22b9f,301851274,8,2017-03-31 16:31:52,2017-03-31 15:31:45,20000.0,23600.0,30,2017-05-04 15:57:25,,2017-05-02 00:00:00,2017-05-04 15:42:17,33,Bad,9
4373,8a858e0256b781d80156b8f2d33c4f27,301692328,1,2016-08-23 20:53:18,2016-08-23 19:53:09,10000.0,13000.0,30,2016-09-17 10:56:24,,2016-09-22 00:00:00,2016-09-17 10:41:21,24,Good,4
4374,8a858e0c552ae0b8015543cb7d1a5cbd,301818698,7,2017-02-16 13:12:21,2017-02-16 12:12:14,20000.0,23800.0,30,2017-03-22 10:36:22,,2017-03-20 00:00:00,2017-03-22 10:21:11,33,Bad,10
4375,8a858e0c552ae0b8015543cb7d1a5cbd,301769345,5,2016-12-05 12:41:53,2016-12-05 07:21:44,10000.0,11500.0,15,2016-12-16 10:56:26,,2016-12-20 00:00:00,2016-12-16 10:41:16,10,Good,10
4376,8a858e105bd92644015be812e5683388,301895962,1,2017-05-08 17:35:45,2017-05-08 16:35:31,10000.0,13000.0,30,2017-05-30 09:12:04,8a858f8e5b8c34d3015b8cb7246e3f40,2017-06-07 00:00:00,2017-05-30 09:01:54,21,Good,3
4377,8a858e325d3245ec015d328e6b0b1fcc,301974541,1,2017-07-12 12:55:59,2017-07-12 11:54:46,10000.0,11500.0,15,2017-07-25 11:09:33,8a858ee65be8d42d015be8ed0ebb0f5f,2017-07-27 00:00:00,2017-07-25 10:59:24,12,Good,1
4378,8a858e585693982b015699e7c57e03e2,301925095,2,2017-06-02 16:32:53,2017-06-02 15:32:46,10000.0,13000.0,30,2017-06-21 20:30:35,,2017-07-03 00:00:00,2017-06-21 20:20:26,19,Good,2
4379,8a858e6a5bfd4b54015c0dc45b31270b,301908622,1,2017-05-15 22:07:56,2017-05-15 21:06:49,10000.0,11500.0,15,2017-05-30 09:55:15,8a858e945bfdb9e7015c040d93016282,2017-05-30 00:00:00,2017-05-30 09:45:06,14,Good,2
4380,8a858e7d595026f80159636aa36f487b,301927428,5,2017-06-05 09:54:29,2017-06-05 08:54:23,10000.0,11500.0,15,2017-06-26 20:56:21,,2017-06-20 00:00:00,2017-06-26 20:46:12,21,Bad,5
4381,8a858e7d595026f80159636aa36f487b,301860775,3,2017-04-08 20:11:07,2017-04-08 19:11:00,10000.0,11500.0,15,2017-04-26 21:50:37,,2017-04-24 00:00:00,2017-04-26 21:35:29,18,Bad,5
4382,8a858e8d56b784480156cc1a80f60132,301943534,10,2017-06-19 12:19:53,2017-06-19 11:18:47,20000.0,22000.0,30,2017-06-30 13:58:43,,2017-07-19 00:00:00,2017-06-30 13:48:29,11,Good,11
4383,8a858e8d56b784480156cc1a80f60132,301760245,4,2016-11-16 16:58:35,2016-11-16 15:58:26,15000.0,18350.0,30,2016-12-16 05:56:32,,2016-12-16 00:00:00,2016-12-16 05:41:22,29,Good,11
4384,8a858e9d5bfd7037015c07cdd6f1278d,301906516,1,2017-05-14 17:47:35,2017-05-14 16:47:24,10000.0,13000.0,30,2017-06-12 12:02:16,,2017-06-13 00:00:00,2017-06-12 11:52:07,28,Good,2
4385,8a858ebc572e1e3a01572f517e505dc4,301806388,2,2017-01-30 16:26:56,2017-01-30 15:26:43,10000.0,11500.0,15,2017-02-10 15:27:37,,2017-02-14 00:00:00,2017-02-10 15:12:28,10,Good,7
